URN,LA (name),LA (code),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (name),EstablishmentStatus (name),OpenDate,CloseDate,PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (name),NurseryProvision (name),OfficialSixthForm (name),Gender (name),ReligiousCharacter (name),ReligiousEthos (name),Diocese (name),AdmissionsPolicy (name),TrustSchoolFlag (name),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (name),UKPRN,FurtherEducationType (name),Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,Rand
139401,Cambridgeshire,873,4005,North Cambridge Academy,Academy sponsor led,Open,01/09/2013,,Secondary,11,16,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,None,Not applicable,Comprehensive (secondary),Supported by a multi-academy trust,Borden Grammar School Trust,Linked to a sponsor,Cambridge Meridian Academies Trust,Not applicable,,10041582,Not applicable,Arbury Road,Kings Hedges,,Cambridge,Cambridgeshire,CB4 2JF,http://www.northcambridgeacademy.org/,1223491500,Mr,Martin,Campbell,16
141687,Kirklees,382,2018,Marsden Junior School,Academy sponsor led,Open,01/04/2015,,Primary,7,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,None,Not applicable,Not applicable,Supported by a multi-academy trust,Borden Grammar School Trust,Linked to a sponsor,The Mirfield Free Grammar & Sixth Form,Not applicable,,10048632,Not applicable,Manchester Road,Marsden,,Huddersfield,West Yorkshire,HD7 6EP,http://www.themjs.org/,1484843588,Mrs,Sarah,Mansell,90
139958,West Sussex,938,2020,The Mill Primary Academy,Academy sponsor led,Open,01/09/2013,,Primary,4,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,None,Not applicable,Not applicable,Supported by a multi-academy trust,Borden Grammar School Trust,Linked to a sponsor,The Kemnal Academies Trust,Not applicable,,10042712,Not applicable,Ifield Drive,Ifield,,Crawley,West Sussex,RH11 0EL,www.themill-tkat.org,1293571893,,Neil,Small,35
137694,Essex,881,4333,Burnt Mill Academy,Academy converter,Open,01/12/2011,,Secondary,11,16,No boarders,Not applicable,Does not have a sixth form,Mixed,None,Does not apply,Not applicable,Comprehensive (secondary),Supported by a multi-academy trust,Borden Grammar School Trust,Linked to a sponsor,Burnt Mill Academy Trust,Not applicable,,10035847,Not applicable,First Avenue,,,Harlow,Essex,CM20 2NR,http://www.burntmill.essex.sch.uk,1279300555,Miss,Laura,McGlashan,36
138284,Lincolnshire,925,5202,Rauceby Church of England Primary School,Academy converter,Open,01/07/2012,,Primary,4,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Church of England,Does not apply,Diocese of Lincoln,Not applicable,Supported by a single-academy trust,Borden Grammar School Trust,-,,Not applicable,,10037603,Not applicable,Tom Lane,North Rauceby,,Sleaford,Lincolnshire,NG34 8QW,www.raucebyschool.co.uk,1529488667,,David,Manby,37
143209,Greenwich,203,2919,Timbercroft Primary School,Academy converter,Open,01/09/2016,,Primary,3,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Borden Grammar School Trust,-,,Not applicable,,10057776,Not applicable,Timbercroft Lane,Plumstead,,London,,SE18 2SG,http://www.timbercroft.greenwich.sch.uk/,2088546915,Ms,Debra,Joyce,31
143369,Surrey,936,5402,"St John the Baptist Catholic Comprehensive School, Woking",Academy converter,Open,01/09/2016,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,Roman Catholic,Does not apply,Diocese of Arundel and Brighton,Comprehensive (secondary),Supported by a multi-academy trust,Borden Grammar School Trust,-,,Not applicable,,10057650,Not applicable,Elmbridge Lane,Kingfield,,Woking,Surrey,GU22 9AL,http://sjb.surrey.sch.uk,1483729343,Mrs,Ani,Magill,10
142327,Somerset,933,2017,Primrose Lane Primary School,Academy sponsor led,Open,01/09/2016,,Primary,2,11,,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,None,Not applicable,Not applicable,Supported by a multi-academy trust,Borden Grammar School Trust,Linked to a sponsor,"Huish Primary School, Yeovil",Not applicable,,10053862,,Cunningham Road,,,Yeovil,Somerset,BA21 5FH,www.primroselane.somerset.sch.uk,1935475693,Mrs,Annie,Sherrard,24
141726,Northamptonshire,928,7019,Greenfields Specialist School for Communication,Academy special converter,Open,01/02/2015,,Not applicable,11,19,No boarders,Not applicable,Has a sixth form,Mixed,Does not apply,None,Not applicable,Not applicable,Supported by a single-academy trust,Borden Grammar School Trust,-,,Not applicable,,10048675,Not applicable,Prentice Court,Lings Way,Goldings,Northampton,Northamptonshire,NN3 8XS,http://www.greenfields.northants.sch.uk/,1604741960,,Lisa,Atack,4
138005,Swindon,866,2151,Seven Fields Primary School,Academy converter,Open,01/04/2012,,Primary,3,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a single-academy trust,Seven Fields Primary School,-,,Not applicable,,10036990,Not applicable,Leigh Road,Penhill,,Swindon,Wiltshire,SN2 5DE,http://www.sevenfieldsprimary.co.uk/,1793723833,,Zita,McCormick,84
141013,Redcar and Cleveland,807,4003,Hillsview Academy,Academy sponsor led,Open,01/09/2014,,Secondary,11,18,No boarders,Not applicable,Has a sixth form,Mixed,None,None,Not applicable,Non-selective,Supported by a multi-academy trust,Seven Fields Primary School,Linked to a sponsor,Academies Enterprise Trust (AET),Not applicable,,10046434,Not applicable,Normanby Road,South Bank,,Middlesbrough,,TS6 9AG,,1642454577,Mr,Doug,Elliott,50
137679,Luton,821,5407,Icknield High School,Academy converter,Open,01/12/2011,,Secondary,11,16,No boarders,Not applicable,Does not have a sixth form,Mixed,None,Does not apply,Not applicable,Comprehensive (secondary),Supported by a single-academy trust,Seven Fields Primary School,-,,Not applicable,,10035812,Not applicable,Riddy Lane,,,Luton,Bedfordshire,LU3 2AH,http://www.icknield.beds.sch.uk/,1582576561,Mr,Christopher,Dean,86
136476,Lincolnshire,925,5422,The West Grantham Academy St Hugh's,Academy converter,Open,01/02/2011,,Secondary,11,16,No boarders,Not applicable,Does not have a sixth form,Mixed,Church of England,Does not apply,Diocese of Lincoln,Modern (secondary),Supported by a multi-academy trust,Seven Fields Primary School,-,,Not applicable,,10032993,Not applicable,The Avenue,Dysart Road,,Grantham,Lincolnshire,NG31 7PX,http://www.wgacademiestrust.org.uk/,1476405200,Mrs,Susan,Dench,45
136486,Sunderland,394,2081,Town End Academy,Academy converter,Open,01/03/2011,,Primary,2,11,No boarders,Has Nursery Classes,Not applicable,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Seven Fields Primary School,Linked to a sponsor,WISE Academies,Not applicable,,10033407,Not applicable,Borodin Avenue,Town End Farm,,Sunderland,Tyne and Wear,SR5 4NX,townend.wiseacademies.co.uk,1915536996,Mrs,Nichola,Fullard,77
138167,Kent,886,4113,Astor College (A Specialist College for the Arts),Academy converter,Open,02/06/2012,,Secondary,11,18,No boarders,No Nursery Classes,Has a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Modern (secondary),Supported by a multi-academy trust,Seven Fields Primary School,-,,Not applicable,,10037500,Not applicable,Astor Avenue,,,Dover,Kent,CT17 0AS,http://www.astor-college.co.uk,1304201151,Mr,Christopher J,Russell,73
139382,Thurrock,883,2003,Benyon Primary School,Academy sponsor led,Open,01/04/2013,,Primary,3,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,None,Not applicable,Not applicable,Supported by a multi-academy trust,Seven Fields Primary School,Linked to a sponsor,Catalyst Academies Trust,Not applicable,,10040752,Not applicable,Tyssen Place,,,South Ockendon,Essex,RM15 6PG,www.benyonprimary.co.uk/,1708853200,,Sharon,Walker,23
141080,Northamptonshire,928,2094,Weedon Bec Primary School,Academy converter,Open,01/07/2014,,Primary,4,11,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Not applicable,Supported by a multi-academy trust,Seven Fields Primary School,-,,Not applicable,,10046447,Not applicable,West Street,Weedon,,Northampton,Northamptonshire,NN7 4QU,www.weedonbecprimary.co.uk/,1327340547,Mr,Antony,Witheyman,38
141743,Warwickshire,937,2034,Keresley Newland Primary Academy,Academy sponsor led,Open,01/03/2015,,Primary,3,11,No boarders,Has Nursery Classes,Does not have a sixth form,Mixed,Does not apply,None,Not applicable,Not applicable,Supported by a multi-academy trust,Seven Fields Primary School,Linked to a sponsor,NET Academies Trust,Not applicable,,10048725,Not applicable,Grove Lane,Keresley End,,Coventry,Warwickshire,CV7 8JZ,http://www.netacademies.net/keresleynewland/,2476332434,Mrs,Fiona,Hims,33
137968,Leicestershire,855,4053,Redmoor Academy,Academy converter,Open,01/04/2012,,Secondary,11,16,No boarders,No Nursery Classes,Does not have a sixth form,Mixed,Does not apply,Does not apply,Not applicable,Comprehensive (secondary),Supported by a single-academy trust,Seven Fields Primary School,Linked to a sponsor,Redmoor Academy,Not applicable,,10036927,Not applicable,Wykin Road,,,Hinckley,Leicestershire,LE10 0EP,http://www.redmooracademy.org/,1455230731,Mr,Matthew,Nicolle,65
